,applystudent2,school2,applystudent1,datetime,school1
461,21,양지고,20,2020-04-08 22:05:45.730749,다정고
462,21,양지고,20,2020-04-08 22:05:51.041055,다정고
463,21,양지고,20,2020-04-08 22:05:56.297568,다정고
464,21,양지고,20,2020-04-08 22:06:01.612830,다정고
465,21,양지고,20,2020-04-08 22:06:06.872694,다정고
466,21,양지고,20,2020-04-08 22:06:12.388560,다정고
467,21,양지고,20,2020-04-08 22:06:17.656914,다정고
468,21,양지고,20,2020-04-08 22:06:22.895135,다정고
469,21,양지고,20,2020-04-08 22:06:28.151312,다정고
470,21,양지고,20,2020-04-08 22:06:33.398991,다정고
471,21,양지고,20,2020-04-08 22:06:38.706828,다정고
472,21,양지고,20,2020-04-08 22:06:44.107149,다정고
473,21,양지고,20,2020-04-08 22:06:49.382956,다정고
474,21,양지고,20,2020-04-08 22:06:54.808929,다정고
475,21,양지고,20,2020-04-08 22:07:00.052070,다정고
476,21,양지고,20,2020-04-08 22:07:05.354408,다정고
477,21,양지고,20,2020-04-08 22:07:10.705484,다정고
478,21,양지고,20,2020-04-08 22:07:15.953539,다정고
479,21,양지고,20,2020-04-08 22:07:21.206278,다정고
480,21,양지고,20,2020-04-08 22:07:26.456931,다정고
481,21,양지고,20,2020-04-08 22:07:31.713428,다정고
482,21,양지고,20,2020-04-08 22:07:36.970391,다정고
483,21,양지고,20,2020-04-08 22:07:42.240767,다정고
484,21,양지고,20,2020-04-08 22:07:47.520325,다정고
485,21,양지고,20,2020-04-08 22:07:52.763354,다정고
486,21,양지고,20,2020-04-08 22:07:58.057355,다정고
487,21,양지고,20,2020-04-08 22:08:03.307996,다정고
488,21,양지고,20,2020-04-08 22:08:08.546127,다정고
489,21,양지고,20,2020-04-08 22:08:13.791077,다정고
490,21,양지고,20,2020-04-08 22:08:19.049822,다정고
491,21,양지고,20,2020-04-08 22:08:24.299451,다정고
492,21,양지고,20,2020-04-08 22:08:29.582345,다정고
493,21,양지고,20,2020-04-08 22:08:34.824712,다정고
494,21,양지고,20,2020-04-08 22:08:40.075197,다정고
495,21,양지고,20,2020-04-08 22:08:45.317417,다정고
496,21,양지고,20,2020-04-08 22:08:50.565477,다정고
497,21,양지고,20,2020-04-08 22:08:55.814006,다정고
498,21,양지고,20,2020-04-08 22:09:01.158073,다정고
499,21,양지고,20,2020-04-08 22:09:06.503235,다정고
500,21,양지고,20,2020-04-08 22:09:11.773887,다정고
501,21,양지고,20,2020-04-08 22:09:17.034640,다정고
502,21,양지고,20,2020-04-08 22:09:22.368351,다정고
503,21,양지고,20,2020-04-08 22:09:27.778445,다정고
504,21,양지고,20,2020-04-08 22:09:33.032030,다정고
505,21,양지고,20,2020-04-08 22:09:38.301148,다정고
506,21,양지고,20,2020-04-08 22:09:43.587329,다정고
507,21,양지고,20,2020-04-08 22:09:48.845913,다정고
508,21,양지고,20,2020-04-08 22:09:54.103722,다정고
509,21,양지고,20,2020-04-08 22:09:59.361351,다정고
510,21,양지고,20,2020-04-08 22:10:04.603336,다정고
511,21,양지고,20,2020-04-08 22:10:09.855355,다정고
