school1,applycant1,school2,applycant2,datetime
다정고,20,양지고,21,<built-in method today of type object at 0x00007FF9D4E57530>
다정고,20,양지고,21,<built-in method today of type object at 0x00007FF9D4E57530>
다정고,20,양지고,21,<built-in method today of type object at 0x00007FF9D4E57530>
