,applystudent2,school2,applystudent1,school1,datetime
462,21,양지고,20,다정고,2020-04-08 08:16:38.264637
463,21,양지고,20,다정고,2020-04-08 08:16:43.611093
464,21,양지고,20,다정고,2020-04-08 08:16:49.012692
465,21,양지고,20,다정고,2020-04-08 08:16:54.320181
466,21,양지고,20,다정고,2020-04-08 08:16:59.621540
467,21,양지고,20,다정고,2020-04-08 08:17:05.000662
468,21,양지고,20,다정고,2020-04-08 08:17:10.300036
469,21,양지고,20,다정고,2020-04-08 08:17:15.675310
470,21,양지고,20,다정고,2020-04-08 08:17:20.980781
471,21,양지고,20,다정고,2020-04-08 08:17:26.319076
472,21,양지고,20,다정고,2020-04-08 08:17:31.646223
473,21,양지고,20,다정고,2020-04-08 08:17:36.944677
474,21,양지고,20,다정고,2020-04-08 08:17:42.269374
475,21,양지고,20,다정고,2020-04-08 08:17:47.568881
476,21,양지고,20,다정고,2020-04-08 08:17:52.858893
477,21,양지고,20,다정고,2020-04-08 08:17:58.155557
478,21,양지고,20,다정고,2020-04-08 08:18:03.448152
479,21,양지고,20,다정고,2020-04-08 08:18:08.716460
480,21,양지고,20,다정고,2020-04-08 08:18:14.016796
481,21,양지고,20,다정고,2020-04-08 08:18:19.318260
482,21,양지고,20,다정고,2020-04-08 08:18:24.614355
483,21,양지고,20,다정고,2020-04-08 08:18:29.909757
484,21,양지고,20,다정고,2020-04-08 08:18:35.214463
485,21,양지고,20,다정고,2020-04-08 08:18:40.511238
486,21,양지고,20,다정고,2020-04-08 08:18:45.821442
487,21,양지고,20,다정고,2020-04-08 08:18:51.222568
488,21,양지고,20,다정고,2020-04-08 08:18:56.591453
489,21,양지고,20,다정고,2020-04-08 08:19:01.883267
490,21,양지고,20,다정고,2020-04-08 08:19:07.162646
491,21,양지고,20,다정고,2020-04-08 08:19:12.477517
492,21,양지고,20,다정고,2020-04-08 08:19:17.760612
493,21,양지고,20,다정고,2020-04-08 08:19:23.068990
494,21,양지고,20,다정고,2020-04-08 08:19:28.502874
495,21,양지고,20,다정고,2020-04-08 08:19:33.794757
496,21,양지고,20,다정고,2020-04-08 08:19:39.032198
497,21,양지고,20,다정고,2020-04-08 08:19:44.276820
498,21,양지고,20,다정고,2020-04-08 08:19:49.518103
499,21,양지고,20,다정고,2020-04-08 08:19:54.774403
500,21,양지고,20,다정고,2020-04-08 08:20:00.046205
501,21,양지고,20,다정고,2020-04-08 08:20:05.371055
502,21,양지고,20,다정고,2020-04-08 08:20:11.084939
503,21,양지고,20,다정고,2020-04-08 08:20:16.329738
504,21,양지고,20,다정고,2020-04-08 08:20:21.552271
505,21,양지고,20,다정고,2020-04-08 08:20:26.817766
506,21,양지고,20,다정고,2020-04-08 08:20:32.338435
507,21,양지고,20,다정고,2020-04-08 08:20:37.979336
508,21,양지고,20,다정고,2020-04-08 08:20:43.241890
509,21,양지고,20,다정고,2020-04-08 08:20:48.510577
510,21,양지고,20,다정고,2020-04-08 08:20:53.770008
511,21,양지고,20,다정고,2020-04-08 08:20:59.059932
512,21,양지고,20,다정고,2020-04-08 08:21:04.337669
513,21,양지고,20,다정고,2020-04-08 08:21:09.616407
514,21,양지고,20,다정고,2020-04-08 08:21:14.881398
515,21,양지고,20,다정고,2020-04-08 08:21:20.156547
516,21,양지고,20,다정고,2020-04-08 08:21:25.431516
517,21,양지고,20,다정고,2020-04-08 08:21:30.723953
518,21,양지고,20,다정고,2020-04-08 08:21:35.986742
519,21,양지고,20,다정고,2020-04-08 08:21:41.226270
520,21,양지고,20,다정고,2020-04-08 08:21:46.479251
521,21,양지고,20,다정고,2020-04-08 08:21:51.743801
522,21,양지고,20,다정고,2020-04-08 08:21:56.997520
523,21,양지고,20,다정고,2020-04-08 08:22:02.247358
524,21,양지고,20,다정고,2020-04-08 08:22:07.482936
525,21,양지고,20,다정고,2020-04-08 08:22:12.744645
526,21,양지고,20,다정고,2020-04-08 08:22:17.994811
527,21,양지고,20,다정고,2020-04-08 08:22:23.240736
528,21,양지고,20,다정고,2020-04-08 08:22:28.494854
529,21,양지고,20,다정고,2020-04-08 08:22:33.749172
530,21,양지고,20,다정고,2020-04-08 08:22:38.979990
531,21,양지고,20,다정고,2020-04-08 08:22:44.226377
532,21,양지고,20,다정고,2020-04-08 08:22:49.467683
533,21,양지고,20,다정고,2020-04-08 08:22:54.836075
534,21,양지고,20,다정고,2020-04-08 08:23:00.239634
535,21,양지고,20,다정고,2020-04-08 08:23:05.521527
536,21,양지고,20,다정고,2020-04-08 08:23:10.814994
537,21,양지고,20,다정고,2020-04-08 08:23:16.103224
538,21,양지고,20,다정고,2020-04-08 08:23:21.363595
539,21,양지고,20,다정고,2020-04-08 08:23:26.632403
540,21,양지고,20,다정고,2020-04-08 08:23:31.894109
541,21,양지고,20,다정고,2020-04-08 08:23:37.155470
542,21,양지고,20,다정고,2020-04-08 08:23:42.405289
543,21,양지고,20,다정고,2020-04-08 08:23:47.693529
544,21,양지고,20,다정고,2020-04-08 08:23:53.044774
545,21,양지고,20,다정고,2020-04-08 08:23:58.352601
546,21,양지고,20,다정고,2020-04-08 08:24:03.624168
547,21,양지고,20,다정고,2020-04-08 08:24:08.918412
548,21,양지고,20,다정고,2020-04-08 08:24:14.167994
549,21,양지고,20,다정고,2020-04-08 08:24:19.430605
550,21,양지고,20,다정고,2020-04-08 08:24:24.716113
551,21,양지고,20,다정고,2020-04-08 08:24:29.958020
552,21,양지고,20,다정고,2020-04-08 08:24:35.203277
553,21,양지고,20,다정고,2020-04-08 08:24:40.463517
554,21,양지고,20,다정고,2020-04-08 08:24:45.711457
555,21,양지고,20,다정고,2020-04-08 08:24:50.959201
556,21,양지고,20,다정고,2020-04-08 08:24:56.206815
557,21,양지고,20,다정고,2020-04-08 08:25:01.692322
558,21,양지고,20,다정고,2020-04-08 08:25:07.011218
559,21,양지고,20,다정고,2020-04-08 08:25:12.259513
560,21,양지고,20,다정고,2020-04-08 08:25:17.517969
561,21,양지고,20,다정고,2020-04-08 08:25:22.796279
562,21,양지고,20,다정고,2020-04-08 08:25:28.049334
563,21,양지고,20,다정고,2020-04-08 08:25:33.305780
564,21,양지고,20,다정고,2020-04-08 08:25:38.555946
565,21,양지고,20,다정고,2020-04-08 08:25:43.816399
566,21,양지고,20,다정고,2020-04-08 08:25:49.067852
567,21,양지고,20,다정고,2020-04-08 08:25:54.327245
568,21,양지고,20,다정고,2020-04-08 08:25:59.578023
569,21,양지고,20,다정고,2020-04-08 08:26:04.841807
570,21,양지고,20,다정고,2020-04-08 08:26:10.093545
571,21,양지고,20,다정고,2020-04-08 08:26:15.349807
572,21,양지고,20,다정고,2020-04-08 08:26:20.598297
573,21,양지고,20,다정고,2020-04-08 08:26:25.875520
574,21,양지고,20,다정고,2020-04-08 08:26:31.339382
575,21,양지고,20,다정고,2020-04-08 08:26:36.606270
576,21,양지고,20,다정고,2020-04-08 08:26:41.874291
577,21,양지고,20,다정고,2020-04-08 08:26:47.524765
578,21,양지고,20,다정고,2020-04-08 08:26:52.790370
579,21,양지고,20,다정고,2020-04-08 08:26:58.039243
580,21,양지고,20,다정고,2020-04-08 08:27:03.289482
581,21,양지고,20,다정고,2020-04-08 08:27:08.547638
582,21,양지고,20,다정고,2020-04-08 08:27:13.862562
583,21,양지고,20,다정고,2020-04-08 08:27:19.142184
584,21,양지고,20,다정고,2020-04-08 08:27:24.408146
585,21,양지고,20,다정고,2020-04-08 08:27:29.739360
586,21,양지고,20,다정고,2020-04-08 08:27:35.041546
587,21,양지고,20,다정고,2020-04-08 08:27:40.345554
588,21,양지고,20,다정고,2020-04-08 08:27:45.626779
589,21,양지고,20,다정고,2020-04-08 08:27:51.134777
590,21,양지고,20,다정고,2020-04-08 08:27:56.453829
591,21,양지고,20,다정고,2020-04-08 08:28:01.744751
592,21,양지고,20,다정고,2020-04-08 08:28:07.033478
593,21,양지고,20,다정고,2020-04-08 08:28:12.347089
594,21,양지고,20,다정고,2020-04-08 08:28:17.651853
595,21,양지고,20,다정고,2020-04-08 08:28:22.944675
596,21,양지고,20,다정고,2020-04-08 08:28:28.337283
597,21,양지고,20,다정고,2020-04-08 08:28:33.641688
598,21,양지고,20,다정고,2020-04-08 08:28:38.927148
599,21,양지고,20,다정고,2020-04-08 08:28:44.234391
600,21,양지고,20,다정고,2020-04-08 08:28:49.547325
601,21,양지고,20,다정고,2020-04-08 08:28:54.820722
602,21,양지고,20,다정고,2020-04-08 08:29:00.121637
603,21,양지고,20,다정고,2020-04-08 08:29:05.422810
604,21,양지고,20,다정고,2020-04-08 08:29:10.713880
605,21,양지고,20,다정고,2020-04-08 08:29:16.001288
606,21,양지고,20,다정고,2020-04-08 08:29:21.303782
607,21,양지고,20,다정고,2020-04-08 08:29:26.608591
608,21,양지고,20,다정고,2020-04-08 08:29:31.899810
609,21,양지고,20,다정고,2020-04-08 08:29:37.276084
610,21,양지고,20,다정고,2020-04-08 08:29:42.560840
611,21,양지고,20,다정고,2020-04-08 08:29:47.850274
612,21,양지고,20,다정고,2020-04-08 08:29:53.138184
613,21,양지고,20,다정고,2020-04-08 08:29:58.428565
614,21,양지고,20,다정고,2020-04-08 08:30:03.755539
615,21,양지고,20,다정고,2020-04-08 08:30:09.091481
616,21,양지고,20,다정고,2020-04-08 08:30:14.412435
617,21,양지고,20,다정고,2020-04-08 08:30:19.740817
618,21,양지고,20,다정고,2020-04-08 08:30:25.149562
619,21,양지고,20,다정고,2020-04-08 08:30:30.531879
620,21,양지고,20,다정고,2020-04-08 08:30:36.220029
621,21,양지고,20,다정고,2020-04-08 08:30:41.710791
622,21,양지고,20,다정고,2020-04-08 08:30:47.034414
623,21,양지고,20,다정고,2020-04-08 08:30:52.354722
624,21,양지고,20,다정고,2020-04-08 08:30:57.709035
625,21,양지고,20,다정고,2020-04-08 08:31:03.015149
626,21,양지고,20,다정고,2020-04-08 08:31:08.329982
627,21,양지고,20,다정고,2020-04-08 08:31:13.864971
628,21,양지고,20,다정고,2020-04-08 08:31:19.202628
629,21,양지고,20,다정고,2020-04-08 08:31:24.805597
630,21,양지고,20,다정고,2020-04-08 08:31:30.150965
631,21,양지고,20,다정고,2020-04-08 08:31:35.456709
632,21,양지고,20,다정고,2020-04-08 08:31:40.764681
633,21,양지고,20,다정고,2020-04-08 08:31:46.093574
634,21,양지고,20,다정고,2020-04-08 08:31:51.394840
635,21,양지고,20,다정고,2020-04-08 08:31:56.853266
636,21,양지고,20,다정고,2020-04-08 08:32:02.167452
637,21,양지고,20,다정고,2020-04-08 08:32:07.515077
638,21,양지고,20,다정고,2020-04-08 08:32:12.855800
639,21,양지고,20,다정고,2020-04-08 08:32:18.345561
640,21,양지고,20,다정고,2020-04-08 08:32:23.900552
641,21,양지고,20,다정고,2020-04-08 08:32:29.327031
642,21,양지고,20,다정고,2020-04-08 08:32:34.847885
643,21,양지고,20,다정고,2020-04-08 08:32:40.254425
644,21,양지고,20,다정고,2020-04-08 08:32:45.657106
645,21,양지고,20,다정고,2020-04-08 08:32:51.215427
646,21,양지고,20,다정고,2020-04-08 08:32:56.813833
647,21,양지고,20,다정고,2020-04-08 08:33:02.166133
648,21,양지고,20,다정고,2020-04-08 08:33:07.514981
649,21,양지고,20,다정고,2020-04-08 08:33:12.858998
650,21,양지고,20,다정고,2020-04-08 08:33:18.506658
651,21,양지고,20,다정고,2020-04-08 08:33:23.838685
652,21,양지고,20,다정고,2020-04-08 08:33:29.158679
653,21,양지고,20,다정고,2020-04-08 08:33:34.465019
654,21,양지고,20,다정고,2020-04-08 08:33:39.783950
655,21,양지고,20,다정고,2020-04-08 08:33:45.080620
656,21,양지고,20,다정고,2020-04-08 08:33:50.374390
657,21,양지고,20,다정고,2020-04-08 08:33:55.661117
658,21,양지고,20,다정고,2020-04-08 08:34:00.969824
659,21,양지고,20,다정고,2020-04-08 08:34:06.261142
660,21,양지고,20,다정고,2020-04-08 08:34:11.585784
661,21,양지고,20,다정고,2020-04-08 08:34:16.881357
662,21,양지고,20,다정고,2020-04-08 08:34:22.196037
663,21,양지고,20,다정고,2020-04-08 08:34:27.475751
664,21,양지고,20,다정고,2020-04-08 08:34:32.812240
665,21,양지고,20,다정고,2020-04-08 08:34:38.760327
666,21,양지고,20,다정고,2020-04-08 08:34:44.078000
667,21,양지고,20,다정고,2020-04-08 08:34:49.366952
668,21,양지고,20,다정고,2020-04-08 08:34:54.656603
669,21,양지고,20,다정고,2020-04-08 08:34:59.949241
670,21,양지고,20,다정고,2020-04-08 08:35:05.253855
671,21,양지고,20,다정고,2020-04-08 08:35:10.543275
672,21,양지고,20,다정고,2020-04-08 08:35:15.827494
673,21,양지고,20,다정고,2020-04-08 08:35:21.119124
674,21,양지고,20,다정고,2020-04-08 08:35:26.509262
675,21,양지고,20,다정고,2020-04-08 08:35:31.900215
676,21,양지고,20,다정고,2020-04-08 08:35:37.203083
677,21,양지고,20,다정고,2020-04-08 08:35:42.525887
678,21,양지고,20,다정고,2020-04-08 08:35:47.853854
679,21,양지고,20,다정고,2020-04-08 08:35:53.183085
680,21,양지고,20,다정고,2020-04-08 08:35:58.527294
681,21,양지고,20,다정고,2020-04-08 08:36:03.892127
682,21,양지고,20,다정고,2020-04-08 08:36:09.222951
683,21,양지고,20,다정고,2020-04-08 08:36:14.533548
684,21,양지고,20,다정고,2020-04-08 08:36:19.837175
685,21,양지고,20,다정고,2020-04-08 08:36:25.183034
686,21,양지고,20,다정고,2020-04-08 08:36:30.507543
687,21,양지고,20,다정고,2020-04-08 08:36:35.924337
688,21,양지고,20,다정고,2020-04-08 08:36:41.233329
689,21,양지고,20,다정고,2020-04-08 08:36:46.518784
690,21,양지고,20,다정고,2020-04-08 08:36:51.928049
691,21,양지고,20,다정고,2020-04-08 08:36:57.218830
692,21,양지고,20,다정고,2020-04-08 08:37:02.516337
693,21,양지고,20,다정고,2020-04-08 08:37:07.794150
694,21,양지고,20,다정고,2020-04-08 08:37:13.077892
695,21,양지고,20,다정고,2020-04-08 08:37:18.391098
696,21,양지고,20,다정고,2020-04-08 08:37:23.678800
697,21,양지고,20,다정고,2020-04-08 08:37:29.075505
698,21,양지고,20,다정고,2020-04-08 08:37:34.793323
699,21,양지고,20,다정고,2020-04-08 08:37:40.074876
700,21,양지고,20,다정고,2020-04-08 08:37:45.358593
701,21,양지고,20,다정고,2020-04-08 08:37:50.776492
702,21,양지고,20,다정고,2020-04-08 08:37:56.082468
703,21,양지고,20,다정고,2020-04-08 08:38:01.389735
704,21,양지고,20,다정고,2020-04-08 08:38:06.672511
705,21,양지고,20,다정고,2020-04-08 08:38:11.973159
706,21,양지고,20,다정고,2020-04-08 08:38:17.268742
707,21,양지고,20,다정고,2020-04-08 08:38:22.554125
708,21,양지고,20,다정고,2020-04-08 08:38:27.836820
709,21,양지고,20,다정고,2020-04-08 08:38:33.137815
710,21,양지고,20,다정고,2020-04-08 08:38:38.448090
711,21,양지고,20,다정고,2020-04-08 08:38:43.754113
712,21,양지고,20,다정고,2020-04-08 08:38:49.112007
713,21,양지고,20,다정고,2020-04-08 08:38:54.407810
714,21,양지고,20,다정고,2020-04-08 08:38:59.684732
715,21,양지고,20,다정고,2020-04-08 08:39:05.009330
716,21,양지고,20,다정고,2020-04-08 08:39:10.324397
717,21,양지고,20,다정고,2020-04-08 08:39:15.633334
718,21,양지고,20,다정고,2020-04-08 08:39:20.919702
719,21,양지고,20,다정고,2020-04-08 08:39:26.246530
720,21,양지고,20,다정고,2020-04-08 08:39:31.567570
721,21,양지고,20,다정고,2020-04-08 08:39:36.872262
722,21,양지고,20,다정고,2020-04-08 08:39:42.186811
723,21,양지고,20,다정고,2020-04-08 08:39:47.511646
724,21,양지고,20,다정고,2020-04-08 08:39:52.830898
725,21,양지고,20,다정고,2020-04-08 08:39:58.211127
726,21,양지고,20,다정고,2020-04-08 08:40:03.499772
727,21,양지고,20,다정고,2020-04-08 08:40:08.840895
728,21,양지고,20,다정고,2020-04-08 08:40:14.154252
729,21,양지고,20,다정고,2020-04-08 08:40:19.466520
730,21,양지고,20,다정고,2020-04-08 08:40:24.761709
731,21,양지고,20,다정고,2020-04-08 08:40:30.049959
732,21,양지고,20,다정고,2020-04-08 08:40:35.367537
733,21,양지고,20,다정고,2020-04-08 08:40:40.665037
734,21,양지고,20,다정고,2020-04-08 08:40:45.967953
735,21,양지고,20,다정고,2020-04-08 08:40:51.324056
736,21,양지고,20,다정고,2020-04-08 08:40:56.705135
737,21,양지고,20,다정고,2020-04-08 08:41:02.015439
738,21,양지고,20,다정고,2020-04-08 08:41:07.376169
739,21,양지고,20,다정고,2020-04-08 08:41:13.226942
740,21,양지고,20,다정고,2020-04-08 08:41:18.555095
741,21,양지고,20,다정고,2020-04-08 08:41:23.837097
742,21,양지고,20,다정고,2020-04-08 08:41:29.162134
743,21,양지고,20,다정고,2020-04-08 08:41:34.495141
744,21,양지고,20,다정고,2020-04-08 08:41:40.750467
745,21,양지고,20,다정고,2020-04-08 08:41:46.056464
746,21,양지고,20,다정고,2020-04-08 08:41:51.383375
747,21,양지고,20,다정고,2020-04-08 08:41:56.693507
748,21,양지고,20,다정고,2020-04-08 08:42:01.996427
749,21,양지고,20,다정고,2020-04-08 08:42:07.311610
750,21,양지고,20,다정고,2020-04-08 08:42:12.643851
751,21,양지고,20,다정고,2020-04-08 08:42:17.928627
752,21,양지고,20,다정고,2020-04-08 08:42:23.237122
753,21,양지고,20,다정고,2020-04-08 08:42:28.510030
754,21,양지고,20,다정고,2020-04-08 08:42:33.797083
755,21,양지고,20,다정고,2020-04-08 08:42:39.079568
756,21,양지고,20,다정고,2020-04-08 08:42:44.376921
757,21,양지고,20,다정고,2020-04-08 08:42:49.676831
758,21,양지고,20,다정고,2020-04-08 08:42:54.985323
759,21,양지고,20,다정고,2020-04-08 08:43:00.267591
760,21,양지고,20,다정고,2020-04-08 08:43:05.561216
761,21,양지고,20,다정고,2020-04-08 08:43:10.871938
762,21,양지고,20,다정고,2020-04-08 08:43:16.159622
763,21,양지고,20,다정고,2020-04-08 08:43:21.480042
764,21,양지고,20,다정고,2020-04-08 08:43:26.796074
765,21,양지고,20,다정고,2020-04-08 08:43:32.062477
766,21,양지고,20,다정고,2020-04-08 08:43:37.385308
767,21,양지고,20,다정고,2020-04-08 08:43:42.721302
768,21,양지고,20,다정고,2020-04-08 08:43:48.218843
769,21,양지고,20,다정고,2020-04-08 08:43:53.620981
770,21,양지고,20,다정고,2020-04-08 08:43:58.959497
771,21,양지고,20,다정고,2020-04-08 08:44:04.395693
772,21,양지고,20,다정고,2020-04-08 08:44:09.700004
773,21,양지고,20,다정고,2020-04-08 08:44:15.020968
774,21,양지고,20,다정고,2020-04-08 08:44:20.299459
775,21,양지고,20,다정고,2020-04-08 08:44:25.583577
776,21,양지고,20,다정고,2020-04-08 08:44:30.890474
777,21,양지고,20,다정고,2020-04-08 08:44:36.191001
778,21,양지고,20,다정고,2020-04-08 08:44:41.497835
779,21,양지고,20,다정고,2020-04-08 08:44:46.787980
780,21,양지고,20,다정고,2020-04-08 08:44:52.062119
781,21,양지고,20,다정고,2020-04-08 08:44:57.434512
782,21,양지고,20,다정고,2020-04-08 08:45:02.731205
783,21,양지고,20,다정고,2020-04-08 08:45:08.045349
784,21,양지고,20,다정고,2020-04-08 08:45:13.396879
785,21,양지고,20,다정고,2020-04-08 08:45:18.684317
786,21,양지고,20,다정고,2020-04-08 08:45:23.980690
787,21,양지고,20,다정고,2020-04-08 08:45:29.291112
788,21,양지고,20,다정고,2020-04-08 08:45:34.583211
789,21,양지고,20,다정고,2020-04-08 08:45:39.871874
790,21,양지고,20,다정고,2020-04-08 08:45:45.203794
791,21,양지고,20,다정고,2020-04-08 08:45:50.678076
792,21,양지고,20,다정고,2020-04-08 08:45:55.966588
793,21,양지고,20,다정고,2020-04-08 08:46:01.275492
794,21,양지고,20,다정고,2020-04-08 08:46:06.730436
795,21,양지고,20,다정고,2020-04-08 08:46:12.110407
796,21,양지고,20,다정고,2020-04-08 08:46:17.460707
797,21,양지고,20,다정고,2020-04-08 08:46:22.766212
798,21,양지고,20,다정고,2020-04-08 08:46:28.073834
799,21,양지고,20,다정고,2020-04-08 08:46:33.439769
800,21,양지고,20,다정고,2020-04-08 08:46:38.749525
801,21,양지고,20,다정고,2020-04-08 08:46:44.039152
802,21,양지고,20,다정고,2020-04-08 08:46:49.351296
803,21,양지고,20,다정고,2020-04-08 08:46:54.670705
804,21,양지고,20,다정고,2020-04-08 08:46:59.986654
805,21,양지고,20,다정고,2020-04-08 08:47:05.373014
806,21,양지고,20,다정고,2020-04-08 08:47:10.685257
807,21,양지고,20,다정고,2020-04-08 08:47:15.980138
808,21,양지고,20,다정고,2020-04-08 08:47:21.310184
809,21,양지고,20,다정고,2020-04-08 08:47:26.591659
810,21,양지고,20,다정고,2020-04-08 08:47:31.905461
811,21,양지고,20,다정고,2020-04-08 08:47:37.235049
812,21,양지고,20,다정고,2020-04-08 08:47:42.536920
813,21,양지고,20,다정고,2020-04-08 08:47:47.839166
814,21,양지고,20,다정고,2020-04-08 08:47:53.147739
815,21,양지고,20,다정고,2020-04-08 08:47:58.486886
816,21,양지고,20,다정고,2020-04-08 08:48:03.837384
817,21,양지고,20,다정고,2020-04-08 08:48:09.274237
818,21,양지고,20,다정고,2020-04-08 08:48:14.641621
819,21,양지고,20,다정고,2020-04-08 08:48:20.060475
820,21,양지고,20,다정고,2020-04-08 08:48:25.366527
821,21,양지고,20,다정고,2020-04-08 08:48:30.735421
822,21,양지고,20,다정고,2020-04-08 08:48:36.092038
823,21,양지고,20,다정고,2020-04-08 08:48:41.426752
824,21,양지고,20,다정고,2020-04-08 08:48:46.786134
825,21,양지고,20,다정고,2020-04-08 08:48:52.106454
826,21,양지고,20,다정고,2020-04-08 08:48:57.446020
827,21,양지고,20,다정고,2020-04-08 08:49:02.745980
828,21,양지고,20,다정고,2020-04-08 08:49:08.175938
829,21,양지고,20,다정고,2020-04-08 08:49:13.495998
830,21,양지고,20,다정고,2020-04-08 08:49:18.841034
831,21,양지고,20,다정고,2020-04-08 08:49:24.265919
832,21,양지고,20,다정고,2020-04-08 08:49:29.907742
833,21,양지고,20,다정고,2020-04-08 08:49:35.391451
834,21,양지고,20,다정고,2020-04-08 08:49:40.757457
835,21,양지고,20,다정고,2020-04-08 08:49:46.081341
836,21,양지고,20,다정고,2020-04-08 08:49:51.418846
837,21,양지고,20,다정고,2020-04-08 08:49:56.802577
838,21,양지고,20,다정고,2020-04-08 08:50:02.107227
839,21,양지고,20,다정고,2020-04-08 08:50:07.437954
840,21,양지고,20,다정고,2020-04-08 08:50:12.819326
841,21,양지고,20,다정고,2020-04-08 08:50:18.126067
842,21,양지고,20,다정고,2020-04-08 08:50:23.428319
843,21,양지고,20,다정고,2020-04-08 08:50:28.694446
844,21,양지고,20,다정고,2020-04-08 08:50:33.980598
845,21,양지고,20,다정고,2020-04-08 08:50:39.290189
846,21,양지고,20,다정고,2020-04-08 08:50:44.600850
847,21,양지고,20,다정고,2020-04-08 08:50:49.885336
848,21,양지고,20,다정고,2020-04-08 08:50:55.168866
849,21,양지고,20,다정고,2020-04-08 08:51:00.478479
850,21,양지고,20,다정고,2020-04-08 08:51:05.783435
851,21,양지고,20,다정고,2020-04-08 08:51:11.073714
852,21,양지고,20,다정고,2020-04-08 08:51:16.348103
853,21,양지고,20,다정고,2020-04-08 08:51:21.665802
854,21,양지고,20,다정고,2020-04-08 08:51:26.952152
855,21,양지고,20,다정고,2020-04-08 08:51:32.232144
856,21,양지고,20,다정고,2020-04-08 08:51:37.508827
857,21,양지고,20,다정고,2020-04-08 08:51:42.788168
858,21,양지고,20,다정고,2020-04-08 08:51:48.074104
859,21,양지고,20,다정고,2020-04-08 08:51:53.355074
860,21,양지고,20,다정고,2020-04-08 08:51:58.954262
861,21,양지고,20,다정고,2020-04-08 08:52:04.250107
862,21,양지고,20,다정고,2020-04-08 08:52:10.775518
863,21,양지고,20,다정고,2020-04-08 08:52:16.054076
864,21,양지고,20,다정고,2020-04-08 08:52:21.338150
865,21,양지고,20,다정고,2020-04-08 08:52:26.622007
866,21,양지고,20,다정고,2020-04-08 08:52:31.929639
867,21,양지고,20,다정고,2020-04-08 08:52:37.215389
868,21,양지고,20,다정고,2020-04-08 08:52:42.506530
869,21,양지고,20,다정고,2020-04-08 08:52:47.825752
870,21,양지고,20,다정고,2020-04-08 08:52:53.112670
871,21,양지고,20,다정고,2020-04-08 08:52:58.398483
872,21,양지고,20,다정고,2020-04-08 08:53:03.684899
873,21,양지고,20,다정고,2020-04-08 08:53:08.992596
874,21,양지고,20,다정고,2020-04-08 08:53:14.276050
875,21,양지고,20,다정고,2020-04-08 08:53:19.560698
876,21,양지고,20,다정고,2020-04-08 08:53:24.851702
877,21,양지고,20,다정고,2020-04-08 08:53:30.137115
878,21,양지고,20,다정고,2020-04-08 08:53:36.201250
879,21,양지고,20,다정고,2020-04-08 08:53:41.487739
880,21,양지고,20,다정고,2020-04-08 08:53:46.783767
881,21,양지고,20,다정고,2020-04-08 08:53:52.059090
882,21,양지고,20,다정고,2020-04-08 08:53:57.347313
883,21,양지고,20,다정고,2020-04-08 08:54:02.636533
884,21,양지고,20,다정고,2020-04-08 08:54:07.932496
885,21,양지고,20,다정고,2020-04-08 08:54:13.219538
886,21,양지고,20,다정고,2020-04-08 08:54:18.506126
887,21,양지고,20,다정고,2020-04-08 08:54:23.785366
888,21,양지고,20,다정고,2020-04-08 08:54:29.075872
889,21,양지고,20,다정고,2020-04-08 08:54:34.367882
890,21,양지고,20,다정고,2020-04-08 08:54:39.648093
891,21,양지고,20,다정고,2020-04-08 08:54:44.944826
892,21,양지고,20,다정고,2020-04-08 08:54:50.227613
893,21,양지고,20,다정고,2020-04-08 08:54:55.508868
894,21,양지고,20,다정고,2020-04-08 08:55:02.768308
895,21,양지고,20,다정고,2020-04-08 08:55:08.071367
896,21,양지고,20,다정고,2020-04-08 08:55:13.364565
897,21,양지고,20,다정고,2020-04-08 08:55:18.657661
898,21,양지고,20,다정고,2020-04-08 08:55:23.967245
899,21,양지고,20,다정고,2020-04-08 08:55:29.249238
900,21,양지고,20,다정고,2020-04-08 08:55:34.541603
901,21,양지고,20,다정고,2020-04-08 08:55:39.841470
902,21,양지고,20,다정고,2020-04-08 08:55:45.114894
903,21,양지고,20,다정고,2020-04-08 08:55:50.398239
904,21,양지고,20,다정고,2020-04-08 08:55:55.681681
905,21,양지고,20,다정고,2020-04-08 08:56:00.984015
906,21,양지고,20,다정고,2020-04-08 08:56:06.265250
907,21,양지고,20,다정고,2020-04-08 08:56:11.543458
908,21,양지고,20,다정고,2020-04-08 08:56:16.849600
909,21,양지고,20,다정고,2020-04-08 08:56:22.174281
910,21,양지고,20,다정고,2020-04-08 08:56:27.467305
911,21,양지고,20,다정고,2020-04-08 08:56:32.743757
912,21,양지고,20,다정고,2020-04-08 08:56:38.033350
913,21,양지고,20,다정고,2020-04-08 08:56:43.323061
914,21,양지고,20,다정고,2020-04-08 08:56:48.604743
915,21,양지고,20,다정고,2020-04-08 08:56:53.888139
916,21,양지고,20,다정고,2020-04-08 08:56:59.190532
917,21,양지고,20,다정고,2020-04-08 08:57:04.501514
918,21,양지고,20,다정고,2020-04-08 08:57:09.780268
919,21,양지고,20,다정고,2020-04-08 08:57:15.068619
920,21,양지고,20,다정고,2020-04-08 08:57:20.388342
921,21,양지고,20,다정고,2020-04-08 08:57:25.686354
922,21,양지고,20,다정고,2020-04-08 08:57:31.019612
923,21,양지고,20,다정고,2020-04-08 08:57:36.340730
924,21,양지고,20,다정고,2020-04-08 08:57:41.628644
925,21,양지고,20,다정고,2020-04-08 08:57:46.914917
926,21,양지고,20,다정고,2020-04-08 08:57:52.202619
